title,text,subject,date,fake
Why Do Hillary And Barack Choose Islam Over Christianity Every Time?,"The always brilliant Ben Shapiro answers that question in well, a brilliant way On Tuesday, former Secretary of State Hillary Clinton, the American woman most responsible for the current refugee crisis in the Middle East, blasted Republicans for not wanting to accept unvetted Syrian Muslim refugees in the aftermath of last week s Paris terror attacks.She tweeted:We've seen a lot of hateful rhetoric from the GOP. But the idea that we'd turn away refugees because of religion is a new low. -H  Hillary Clinton (@HillaryClinton) November 17, 2015 This, to be sure, is odd. Hillary decrying hateful rhetoric smacks of irony   she despises Republicans so much that she labeled them her enemies during the first Demoratic debate. Furthermore, Hillary is no fighter for religious freedom. In April, she told the Women in the World Summit that  deep-seated cultural codes, religious beliefs and structural biases have to be changed  to allow for abortion. And in the aftermath of the Supreme Court s egregious same-sex marriage decision in June, Hillary explicitly called for the government to force churches to sanction homosexuality, explaining,  Our work won t be finished until every American can not only marry, but live, work, pray, learn and raise a family free from discrimination and prejudice.  Pray   as in attend church  free from discrimination and prejudice. But she s sure hot and bothered about what she terms discrimination against Muslim refugees. This isn t particularly surprising   the entire left has a peculiar soft spot for Islam.That seems weird, given Islamic countries  fundamental rejection of leftist values ranging from same-sex marriage to abortion to women driving. But it isn t so weird when considered in the context of Marxist philosophy, which sees Islam not as a religious philosophy of its own, but as a sort of bizarre cultural outgrowth of poverty. Impoverished people believe weird things, say the Marxists; if we just gave ISIS jobs, they d stop all this nonsense and start behaving like members of the ACLU. Leftists see Islam not as an ideological force converting millions, but as a knee-jerk response to lack of basic living standards.In fact, leftists see all religion this way: as the refuge of the weakminded underclass. As Marx wrote,  Religion is the sigh of the oppressed creature, the heart of a heartless world, and the soul of soulless conditions. It is the opium of the people.  Barack Obama agrees: as he said back in 2008, poor people  get bitter, they cling to guns or religion or antipathy toward people who aren t like them. The view that all religious practice is essentially the domain of the exploited would cut in favor of seeing all religious practices as equally worthy of dismissal.But the left prefers Islam to Christianity. They ll fight against anyone drawing pictures of Mohammed, but they ll lose their minds if Christians complain about an  artist  soaking a statue of Jesus in urine.Why do leftists treat Christianity and Islam differently, if both are merely chimerical responses to the vicissitudes of life? Because leftists see Christianity as the creator of Islam s rise, and Christians as the victimizers of Muslims. The Obama State Department won t recognize Christians as victims of incipient Muslim genocide in the Middle East, but President Obama will equate ISIS violence in 2015 with the Crusades and the Spanish Inquisition. President Obama believes, like many on the left, that Western civilization was founded in racism, sexism, homophobia, and other bigotry   and that Christianity, as its wellspring, provided that impetus.Furthermore, Obama believes that Western civilization has exploited the rest of the world, and that it therefore bears culpability for the poverty that gave rise to the Islamic wave. Muslims are benighted victims of poverty; Christianity made them victims of poverty in the first place. Christianity thus bears blood guilt for the sins of Islam, but Islam bears none of its own. As Dinesh D Souza puts it, Obama is an anti-colonialist and believes  that the rich countries got rich by looting the poor countries, and that within the rich countries, plutocratic and corporate elites continue to exploit ordinary citizens.  Taken one step further, those rich countries   Christian countries   exploited non-Christian countries, impoverishing them and opening them to the opium of Islam.How else to explain the left s romance with Islam and simultaneous dismissal of Christianity? How else to explain the left s preoccupation with allowing Muslim refugees into the Christianity-founded West while demanding nothing of Islamic countries which are murdering Christians en masse?Hillary Clinton says it s hateful for Western countries to discriminate in choosing refugees based on religious philosophy. It s far more hateful to suggest that Christianity must bow and scrape before Islam, particularly when Islamic terrorists target non-Muslims the world over. Via: Breitbart News",politics,"Nov 19, 2015",1
Episode 3 – DRIVE BY WIRE: ‘Under New Management’ with Patrick & Shawn," MEMBERS can join co-hosts Patrick Henningsen and Shawn Helton from 21WIRE for their brand new morning commute show  DRIVE BY WIRE  shown in full here at 21WIRE.TV A 45 minute extended stream of consciousness analysis of America s new President Trump, his policies, the DC Women s March, feminism, Madonna, Tony Montana, politically correct mobs, ISIS, and Insane John McCain and much more. It s going to be a wild ride (the next 4 years we mean) WATCH THIS EPISODE OF DRIVE BY WIRE HERE @ 21WIRE.TVSUPPORT OUR WORK BY SUBSCRIBING & BECOMING A MEMBER @21WIRE.TV",US_News,"January 29, 2017",1
IS LONDON About To Elect Its First MUSLIM Mayor? [VIDEO],London is about to find out why putting political correctness before your country is a bad idea By BI: Sooner than you think if the Labour (far left) Party has anything to do with it. Labour has chosen Sadiq Khan as its candidate for Mayor of Londonistan in 2016   a Muslim career politician with strong sympathies for Islamic radicals and extremists.https://youtu.be/dHOYOrThmdsVia: Shoebat.com,Government News,"Jan 22, 2016",1
CAUGHT ON TAPE: HORRIFIC ISLAMIC TERROR IN GERMANY…Terrorist Shouts “Allahu Akbar!”…Children Targeted,"Hey America Are you ready for a leader who says, NO  to unvetted refugees? ****WARNING****GRAPHIC VIDEO*** German Chancellor Angela Merkel has recently admitted that terrorists have managed to infiltrate Europe by passing themselves off as refugees. She said that  in part, the refugee flow was even used to smuggle terrorists. This comes as no surprise to those critics of Europe s massive influx of Muslim immigrants. Indeed, upon hearing the news, many are no doubt jumping out of their seats yelling,  we told you so! Just this last May, Neue Osnabr cke Zeitung, a German news source, reported that Germany s Federal Criminal Police Office (BKA) has received 369 tip-offs on possible links between refugees and Muslim extremists. German police announced that at least forty asylum seekers were being investigated for alleged terrorism links. It was reported that Germany s spy chief, Hans Georg Maassen, said that Germany s domestic intelligence agency had obtained  strong evidence that  17 people have arrived under Islamic State instructions.  [Emphasis added.] Furthermore, last month, German authorities announced that 499 Islamists were under surveillance, ostensibly because there is credible evidence that they pose a threat. It is not clear if this figure also includes homegrown Islamists.So we now know for certain that some Islamist terrorists have taken advantage of the massive influx of refugees and have successfully infiltrated Europe   and on ISIS  orders. Furthermore, there are undoubtedly even more pending investigations, and it is certain that many Islamist terrorist cells with refugee connections are operating within Europe as of this writing.The largely Muslim migrants have brought no shortage of problems with them: there have been refugee-caused sexual assaults across European cities, increased radicalization of Muslim circles, a lack of assimilation, persecution of Christian migrants, etc. These problems serve to exasperate the assimilation problems that already plague many second-generation Europeans whose parents are from Muslim-majority countries. Given that European birthrates are generally below replacement levels, and that the massive influx of immigrants is, although stemmed in some quarters, still occurring, these problems will unfortunately only become more acute as time goes by. The late Libyan President Mu amar al-Gaddafi once said, alluding to Muslim immigration to Europe, that the Islamization of Europe would happen without the need for the sword. But he surely didn t expect it would happen as fast as we are witnessing now.Since the vast majority of the refugees are Muslims whose culture clashes with native European ones on several well-known fronts, this influx has naturally resulted in growing anti-Islamic sentiment in Europe. It is reported that nationalist and rightist groups are gaining ascendency With the increase in the number of Islamic terrorist acts happening all around the world, including in the heart of the European Union, Europeans certainly have a right to be worried any encroaching Islamism.Via: Counter Jihad",politics,"Jul 22, 2016",1
NEW TV SHOW HAS COUPLES “Bravely” Putting Their Marriage On The Line By Sleeping With Strangers,"Television just doing their part to contribute to the moral decay of America Sex in a box in front of a studio audience having failed to save American marriages, the TV industry now will attempt to rescue the institution by trying a two-week spouse switch for wedded couples. FYI has greenlighted The Seven Year Switch, an eight-episode series in which married couples  bravely  put their marriage on the line by shacking up with a  new partner  for a couple weeks. Production is underway for the series to premiere this summer.It s named after The Seven Year Itch, the 1955 Broadway play-turned-Billy Wilder movie starring Marilyn Monroe and Tom Ewell. Hopefully that will be lost on most viewers of this series because if they saw it, they re too old to be FYI s target audience   or any network s for that matter.In today s announcement, FYI instead focused on the fact that someone at some point decided seven years marks the point in many marriages at which couples become  restless and dissatisfied  and might wonder why they d signed up with this guy instead of the doctor their mothers wanted them to marry. In the series, four couples  at a crossroads in their relationship    FYI did not say if they ve all been married seven years   get the chance to shack up with a stranger for two weeks in an  experimental marriage. They will eat, live and, yes,  sleep  with these total strangers, the network said.As with WE tv s recently pulled-due-to-lousy-ratings reality series Sex Box, relationship experts will help guide the Seven Year Switch couples through the process, FYI said. At the end of what the network explains is a monthlong experiment, each of the married couples will reunite and decide whether to divorce or renew their vows.Gena McCarthy, SVP Programming and Development at FYI, described it as an experiment to determine whether absence really does make the heart grow fonder, sidestepping the whole shacking-up-with-a-stranger part.Via: Deadline.com",left-news,"Apr 24, 2015",1
 WATCH: Morning Joe Hosts HORRIFIED By Trump Adviser’s Ignorance Of Constitution,"Donald Trump tried out a new minion on Sunday in what resulted in an embarrassing and terrifying appearance on all the networks.Trump adviser Stephen Miller, who helped write Trump s apocalyptic and negative inaugural address and the executive order that banned travelers from seven countries from entering the United States, appeared on the Sunday shows to press the same theme over and over again.Miller claimed that the judicial branch has no authority to stand in the way of Trump s national security agenda and that Trump is always  100 percent correct. We do not have judicial supremacy in this country,  Miller said on Fox News Sunday.  We have three co-equal branches of government. It s true that we have three branches of government, but the Constitution clearly made the judicial branch responsible for interpreting the laws and deciding what is and what is not constitutional.Last week, the Ninth Circuit Court ruled against reinstating Trump s executive order, a blistering defeat for his administration.The ruling caused Republicans to make a bill splitting the Ninth Circuit Court a top priority as punishment. And now Trump and his team are trying to undermine the power of the judiciary in retaliation.And that why Joe Scarborough and Mika Brzezinski expressed horror on Monday morning.The Morning Joe hosts could not believe how anti-Constitution Miller was and that Trump actually praised him for it. It s so much worse than I ever thought,  Scarborough said after both reacted to Miller s performance by saying,  Oh my God. Scarborough then proceeded to inform Miller that courts have every right to question what Trump does and gave him a quick lesson about the Constitution. They will be questioned by the court   it s called judicial review. Alexander Hamilton and James Madison wrote about it in the Federalist Papers, it was enshrined in Madison s Constitution. Indeed, Article 3 of the Constitution has been the bedrock of our nation s judiciary since America s founding.Article 3 states:The judicial power of the United States, shall be vested in one Supreme Court, and in such inferior courts as the Congress may from time to time ordain and establish  The judicial power shall extend to all cases, in law and equity, arising under this Constitution, the laws of the United States, and treaties made, or which shall be made, under their authority; to all cases affecting ambassadors, other public ministers and consuls; to all cases of admiralty and maritime jurisdiction; to controversies to which the United States shall be a party; to controversies between two or more states; between a state and citizens of another state; between citizens of different states; between citizens of the same state claiming lands under grants of different states, and between a state, or the citizens thereof, and foreign states, citizens or subjects.In short, the courts have the final say about what is constitutional and what is not. Trying to undermine the power of the judiciary is a violation of the Constitution.That was the worst performance out of anybody,  Scarborough continued.  That was horrendous, an embarrassment. Go back and read the constitution. The White House has got to stop embarrassing themselves by putting this guy out there. Scarborough concluded that if Trump keeps trying to undermine the judiciary he ll be impeached.Here s the video via Twitter..@JoeNBC on Stephen Miller s weekend performance: That was horrendous and an embarrassment https://t.co/rE5Fxo8AF3  Morning Joe (@Morning_Joe) February 13, 2017Donald Trump continues to get more dangerous to our democracy and Constitution every day. He needs to be ousted before we wake up one day and no longer have rights.Featured image via screenshot",News,"February 13, 2017",1
California to expand paid family leave for new parents,"SACRAMENTO, Calif. (Reuters) - California will increase the amount of money new parents can receive through the state’s paid family leave program under a bill to be signed on Monday by Democratic Governor Jerry Brown, his office said Friday. The measure, passed last month by the state legislature, would increase the amount paid to new parents or people caring for a sick family member to as much as 70 percent of their regular income for the poorest workers, up from 55 percent. Those earning more would still get an increase in payments, to 60 percent from 55 percent. The state also plans to eliminate a seven-day waiting period imposed on receiving the benefits. The legislation aims to help more people take family leave, especially poorer Californians who could not afford to stop work if they only got 55 percent of their regular income, according to the bill’s author Jimmy Gomez, a Democratic assembly member. The program, administered through the state’s disability system, would apply to all parents who take off time from work to bond with a child within one year of birth, adoption or placement as a foster child. It would also provide payments to people who take time to care for seriously ill family members. ",politicsNews,"April 9, 2016 ",0
 Hillary Clinton Gives The Perfect Response To Reince Priebus’ Sexist Tweet,"After GOP candidate Donald Trump and Democratic candidate Hillary Clinton wrapped up their appearance on MSNBC s  Commander In Chief  forum, Reince Priebus, chairman of the Republican National Committee, had some very sexist words for Clinton:@HillaryClinton was angry + defensive the entire time   no smile and uncomfortable   upset that she was caught wrongly sending our secrets.  Reince Priebus (@Reince) September 8, 2016The old  she needs to smile more  and  she s too emotional  spiel. Of course, Trump was also defensive (even belittling a female veteran), but you heard nothing from Priebus about it. No, in typical Republican form, the old, angry conservative man decided to attack the qualified woman running because that s just what they do. Naturally, social media tore him to shreds for being a gross misogynist. But it was Hillary Clinton s response, always laced with class and elegance, that took the cake: Actually, that s just what taking the office of President seriously looks like. https://t.co/Pyn92mesom  Hillary Clinton (@HillaryClinton) September 8, 2016And that s how it s done.While the good ol  boys let Trump have a free pass on everything (Matt Lauer has been eviscerated for his handling of the forum), it s Hillary who is blasted, not because of policy disagreements, but because of demeanor, something that would never be said to any man running for the office of presidency.So Trump can praise Putin, blast our generals (and hint at firing them en masse), but god forbid Hillary Clinton takes this forum serious and doesn t smile enough. Thanks for showing the American people where your priorities lie, Republicans. I wonder, will smiling more will keep our troops safe, reward our veterans, avoid war/conflict, and clean up the DOD budget?So the media and the GOP elite focus on smiling, coughing, a pillow on the chair during interviews, and defensive strategy. No wonder Trump is a nominee for President of the United States.Featured image via Justin Sullivan/Getty Images",News,"September 8, 2016",1
China foreign minister to visit Myanmar amid Rohingya crisis,"BEIJING (Reuters) - Chinese Foreign Minister Wang Yi will visit Myanmar and Bangladesh from this weekend, his ministry said on Thursday, amid a crisis over Myanmar s treatment of Rohingya Muslims. More than 600,000 Rohingya have fled to Bangladesh since late August, driven out by a military counter-insurgency clearance operation in Buddhist-majority Myanmar s Rakhine State. A top U.N. official has described the military s actions as a textbook case of  ethnic cleansing . Myanmar rejects accusations of rights abuses. China has expressed support for what it calls the Myanmar government s efforts to protect stability. Foreign Ministry spokesman Geng Shuang told reporters that Wang would go to Bangladesh and Myanmar this weekend where he would meet his counterparts and exchange views on bilateral ties and issues of mutual regional concern. On Monday and Tuesday, Wang would attend a meeting of Asian and European foreign ministers in the Myanmar capital of Naypyitaw, Geng added. He did not say whether Wang would discuss the Rohingya issue. China and Myanmar have for years maintained close economic and diplomatic relations. The United States and other Western countries have become more engaged with Myanmar in recent years, since it began a transition to civilian government after nearly 50 years of military rule. International concern over the Rohingya situation has grown. U.S. Secretary of State Rex Tillerson called during a visit to Myanmar on Wednesday for a credible investigation into reports of human rights abuses against the Rohingya committed by Myanmar s security forces. ",worldnews,"November 16, 2017 ",0
Senator Grassley could be persuaded to hold hearing on Garland,"WASHINGTON (Reuters) - U.S. Senator Chuck Grassley opened the door to holding a hearing on President Obama’s Supreme Court nominee Merrick Garland if a majority of senators wish to do so after the Nov. 8 election, in comments posted online Tuesday. Grassley, an Iowa Republican, vowed months ago that the Senate Judiciary Committee he chairs would not act this year to consider Garland’s nomination, saying the Republican-majority Senate should not act on a Court nominee until after the new president takes office early next year. But in a town hall meeting Monday in Cherokee, Iowa, Grassley indicated he could be persuaded by a large number of senators to take action in a “lame duck” session between the Nov. 8 election and the inauguration of the new president in January. “If we have the election, and there was a majority of the Senate changed their mind about doing it in the lame duck, as opposed to January 20,  I don’t feel that I could stand in the way of that. But I don’t think I can promote that idea,” he said in a video of his remarks posted online by the American Bridge 21st Century website, which says it is committed to “holding Republicans accountable.” Grassley made a similar point at the Sioux City Iowa Rotary Club, Iowa’s Globe Gazette reported. Garland, a federal appeals court judge, was nominated by Obama, a Democrat, on March 16 to fill the Supreme Court vacancy created by the Feb. 13 death of conservative Justice Antonin Scalia. Republicans insist that the next president should fill the vacancy, hoping a Republican will win the White House and choose a conservative rather than the centrist Garland. But such an outcome is not assured, with Democratic presidential nominee Hillary Clinton currently leading Republican candidate Donald Trump in public opinion polls. A spokeswoman for Grassley, Beth Levine, denied he was shifting his position. She said that in Sioux City Grassley reiterated his stance “that a Supreme Court nominee wouldn’t be considered until after the next president is sworn in so the American people have an opportunity to weigh in on this important issue.” Senate Republican leaders have vowed not to hold confirmation hearings or an up-or-down vote on any Supreme Court nominee put forward by Obama. “The Leader has been clear: the next president will make this nomination,” Don Stewart, spokesman for Senate Majority Leader Mitch McConnell, said in an email Tuesday. ",politicsNews,"August 30, 2016 ",0
Trump says he could jettison drug czar pick,"WASHINGTON (Reuters) - U.S. President Donald Trump said on Monday he would review a report that his nominee for drug czar championed a law that weakened the government’s ability to fight the nation’s opioid epidemic, and said he could consider jettisoning the pick. “We’re going to look into the report,” Trump told reporters at the White House. Asked if the report had undercut his confidence in his nominee to head the Office of National Drug Control Policy, Representative Tom Marino, Trump said: “I have not spoken to him, but I will speak to him, and I’ll make that determination. “If I think it’s 1 percent negative to doing what we want to do, I will make a change, yes,” he added. Marino’s office did not immediately return a request for comment. The report by the Washington Post and CBS described how Marino introduced and helped push through industry-backed legislation that undercut the Drug Enforcement Administration’s ability to freeze suspicious shipments of pain pills from drug companies.  A number of Democrats called for Trump to abandon his nominee in the wake of the report. “Congressman Marino no longer has my trust or that of the public that he will aggressively pursue the fight against opioid abuse,” Democratic Senator Joe Manchin said in a statement. Manchin’s state of West Virginia has been hit hard by the opioid crisis. In his remarks to reporters, Trump suggested he would be open to changing the law that Marino, a fellow Republican, helped push through and said he would make good on an earlier promise to declare the opioid epidemic a national emergency. “We are going to be doing that next week,” he said, calling the crisis a “massive problem.” Opioids were involved in more than 33,000 deaths in the United States in 2015, the last year of publicly available data, according to the Centers for Disease Control and Prevention. Overdoses from the category of drugs nearly quadrupled between 1999 and 2015, the CDC said. ",politicsNews,"October 16, 2017 ",0
AN INSIDE LOOK AT OBAMA’S 5-STAR SUMMER VACATION RETREAT: Meanwhile…62% Of Americans Won’t Be Taking A Vacation This Summer,"About 62 percent of Americans say they won t be taking a vacation this summer at all. Out of that, more than half said they couldn t afford it.Just like the Obama s keep telling us  it s all about fair share or something like that As the weather heats up in Washington, DC, the Obamas as planning their summer vacation.The Boston Herald reports that President Barack Obama, first lady Michelle and daughters Sasha and Malia will be staying on Martha s Vineyard from August 8-23.The Obamas have spent almost every single summer on the tony island off the coast of Massachusetts  Cape Cod except for 2012   when the president was running for re-election.Continuing yet another tradition of their annual retreat, the Obamas are also expected to stay at the same $12million  cottage  in Chilmark they rented last year.The 8,100-square-foot home features seven bedrooms, nine bathrooms, a basketball/tennis court, hot tub, infinity pool and views of the Elizabeth Islands.The home is owned by wealthy widow Joanna Hubschman, whose husband Henry died of cancer in 2011.Four years before his death, Mr Hubschman, a General Electric executive, contributed $6,900   the maximum donation then allowed   to Hillary Clinton s 2008 bid for president, according to the Center for Responsive Politics.However, it was Barack Obama who took the party s ticket and went on to win the White House.Two weeks before the general election, Mr Hubschman contributed $2,300 to Obama s campaign.This year s vacation is likely to be a bit more relaxing for Mr Obama, who faced a wave of criticism for his golf playing last year in the midst of a crisis with ISIS.Via:  UK Daily Mail",left-news,"Jul 7, 2015",1
" Bad News, GOP: Justice Sandra Day O’Connor Backs Obama In Supreme Court Fight","President Obama just received the highest profile supporter for his quest to fulfill his Constitutional duties by nominating a successor to recently deceased Justice Antonin Scalia s seat on the Supreme Court. Retired Justice Sandra Day O Connor, the first woman to serve in that capacity, told an interviewer that Obama is right   America needs a Justice. I don t agree (with Republicans),  O Connor said in an interview with Phoenix-based Fox affiliate KSAZ.  We need somebody in there to do the job and just get on with it. She noted that it s unusual to for a Supreme Court opening to exist in an election year, saying that the proximity to the presidential race  creates too much talk around the thing that isn t necessary. She said Obama should name a replacement for Scalia, an influential conservative member of the nation s high court who was found dead Saturday at age 79.O Connor also told the station that  you just have to pick the best person you can under these circumstances,  adding,  I wish the president well as he makes choices and goes down that line. The retired justice adds to the slowly growing chorus of voices on the right who have begun to peel off of the original assertion that Obama should not be able to appoint Scalia s replacement. Now some Republicans are closer to the Democratic position, arguing that as has been done in the past, a nomination in the president s final year should not be summarily rejected.O Connor was nominated in 1981 by Ronald Reagan, but while appointed by a conservative president over time she came to be seen as a  swing  justice, never exclusively on one side of an issue.For instance, while she voted in the majority in the Bush v Gore election case in 2000, she also voted with the majority in favor of abortion rights and campaign finance reform.O Connor stepped down from the court in 2005, and was replaced by George W. Bush s nominee, Samuel Alito, a hardcore conservative.Featured image via Twitter",News,"February 18, 2016",1
GUESS WHERE THE BALTIMORE SCHOOL SYSTEM RANKS AMONG THE NATION’S 100 LARGEST SCHOOL DISTRICTS?,"Holy smokes! Could someone tell Obama he doesn t need to dump more money into the Baltimore school system. I think they need to point the finger somewhere else The Baltimore school system ranked second among the nation s 100 largest school districts in how much it spent per pupil in fiscal year 2011, according to data released Tuesday by the U.S. Census Bureau.The city s $15,483 per-pupil expenditure was second to New York City s $19,770. Rounding out the top five were Montgomery County, which spent $15,421; Milwaukee public schools at $14,244; and Prince George s County public schools, which spent $13,775.The Census Bureau also noted the first decrease in per-pupil spending nationally since 1977, the year the figures were first tracked.The per-pupil expenditures were calculated based on taking the districts  current spending on day-to-day operations and deducting payments to charter schools and capital funding. The remaining money was divided by the number of students enrolled in traditional schools. The amounts were not adjusted for inflation.Baltimore schools CEO Andr s Alonso said the city s total could have reflected large infusions of cash to the district, including millions in federal stimulus dollars and federal Race to the Top funds.He also credited state lawmakers for maintaining funding. As many states pulled back on spending, with many districts losing funding, Maryland held the line on education, which is why you see three districts at or near the top,  he said.On Monday, the school board passed a $1.2 billion budget that includes per-pupil funding of $5,190. That amount is different from what the Census Bureau reported because the school system takes out other expenses, such as transportation costs and special-education services, before allocating money to individual schools. In addition, the school system provides extra funding for certain groups of students, such as those in special education and dropout-prevention programs.Via: Baltimore Sun",politics,"Apr 30, 2015",1
Senator Grassley to meet Garland despite opposition to nominee ,"WASHINGTON (Reuters) - Senate Judiciary Committee Chairman Chuck Grassley has invited Judge Merrick Garland to breakfast, but absent from the menu will be any promise of hearings on President Barack Obama’s nominee to the U.S. Supreme Court. A spokeswoman for Grassley said that the Republican senator spoke with Garland late on Monday and extended the invitation “where they could discuss the nomination and why the Senate will not consider a nominee until the next president takes office.” The Senate Judiciary Committee is in charge of holding hearings on Supreme Court nominees chosen by the president and deciding whether to recommend full Senate confirmation. Most of the Senate’s 54 Republicans have indicated opposition to confirming any high-court nominee of Obama’s, saying the choice should be made by the next president, who would be elected on Nov. 8 and sworn in on Jan. 20, 2017. Despite the wall of Republican opposition to Garland, who is considered a moderate federal appeals court judge, Obama and his fellow Democrats continue to push for Senate confirmation this year. Garland already has made several “courtesy calls” to senators, mostly Democrats, and will continue his visits to Capitol Hill this week. If he were to be confirmed, Garland - nominated to fill the vacancy created by the Feb. 13 death of conservative Justice Antonin Scalia - would tilt the Supreme Court to the left for the first time in decades. The race for a replacement for Obama, who is completing his second and final term as president, is in full swing now with billionaire businessman Donald Trump leading two other Republican candidates and former Secretary of State Hillary Clinton the front-runner for the Democratic nomination. But it could be weeks or months before the two political parties settle on their respective candidates. A date for the breakfast meeting has not yet been set, Grassley’s spokeswoman said.",politicsNews,"April 4, 2016 ",0
"Trump denies obstructing FBI probe, says has no tapes of talks with Comey","WASHINGTON (Reuters) - U.S. President Donald Trump said on Thursday he had not obstructed the FBI’s probe into alleged Russian meddling in the 2016 U.S. presidential election and had not recorded his conversations with former FBI chief James Comey. Comey was leading the investigation into allegations Russia tried to sway the election toward Trump and the possibility Trump associates colluded with Moscow when the president fired him on May 9, sparking a political firestorm. “Look there has been no obstruction, there has been no collusion,” Trump told Fox News Channel in an interview set to air on Friday. Fox released a partial transcript of the interview on Thursday. The former head of the Federal Bureau of Investigation testified before a Senate committee that Trump had asked him to drop a probe into former national security adviser Michael Flynn’s alleged ties to Russia. Earlier on Thursday, Trump said he did not make and does not possess any tapes of his conversations with Comey, after suggesting last month he might have recordings that could undercut Comey’s description of events. “I have no idea whether there are ‘tapes’ or recordings of my conversations with James Comey, but I did not make, and do not have, any such recordings,” Trump wrote on Twitter. Lawmakers investigating allegations of Russian interference in the U.S. election had asked the White House for any such recordings. Shortly after dismissing Comey, Trump mentioned the possibility of tapes in a Twitter post. “James Comey better hope that there are no ‘tapes’ of our conversations before he starts leaking to the press!” Trump tweeted on May 12. Allegations of ties to Russia have cast a shadow over Trump’s first five months in office, distracting from attempts by his fellow Republicans in Congress to overhaul the U.S. healthcare and tax systems. Trump has privately told aides that the threat of the existence of tapes forced Comey to tell the truth in his recent testimony, a source familiar with the situation said. Adam Schiff, the top Democrat on the House of Representatives Intelligence Committee, said Trump still had questions to answer about possible tapes. “If the president had no tapes, why did he suggest otherwise? Did he seek to mislead the public? Was he trying to intimidate or silence James Comey? And if so, did he take other steps to discourage potential witnesses from speaking out?” Schiff said in a statement. CNN reported on Thursday that two top U.S. intelligence officials told investigators Trump suggested they publicly deny any collusion between his campaign and Russia, but that they did not feel he had ordered them to do so.  Director of National Intelligence Dan Coats and National Security Agency Director Admiral Mike Rogers met separately last week with investigators for special counsel Robert Mueller and the Senate Intelligence Committee, according to CNN.  The two officials said they were surprised at Trump’s suggestion and found their interactions with him odd and uncomfortable, but they did not act on the president’s requests, CNN reported, citing sources familiar with their accounts. Reuters was unable to verify the CNN report. In his interview with Fox, Trump expressed concern about what he described as the close relationship between Comey and Mueller, who was appointed to take over the investigation after Comey was fired. “Well he’s very, very good friends with Comey, which is very bothersome,” Trump said, according to the Fox transcript. The Kremlin has denied U.S. intelligence agencies’ conclusion that Moscow tried to tilt the election in Trump’s favor, using such means as hacking into the emails of senior Democrats. Trump has repeatedly denied any collusion. ",politicsNews,"June 22, 2017 ",0
LOL! GEORGE LOPEZ Booed Off Stage At Children’s Diabetes Charity After Audience Rejects His Anti-Trump Jokes,"George Lopez was hired to be the emcee for the Children s Diabetes Foundation s Carousel Ball. Lopez thought it would be a good idea to turn what should have been an event to help sick children into an opportunity to express his hate for President Trump and his supporters. Bad idea Here s the promotion for Lopez from the Children s Diabetes Foundation on Twitter:We are excited to announce that commedian & acotor @georgelopez will be the emcee for this year's #CarouselBall! https://t.co/cO9eHKviPO pic.twitter.com/aCpAI9F22a  CDF (@CDFdiabetes) September 21, 2017Comic George Lopez was booed off stage at a gala for juvenile diabetes in Denver last week, over an anti-Donald Trump routine that fell flat with the crowd.We re told the flap began when Trump backer and Liberty Media CEO Greg Maffei donated $250,000 but requested that Lopez cool it with the anti-Trump jokes at the Carousel Ball.An attendee at the event   where tables sold from $5,000 to $100,000 to benefit the Barbara Davis Center for Diabetes   commented on a YouTube video that  George was asked nicely to stop making Trump jokes by a man in front row [Maffei] who just donated $250K.  But  George doesn t, continues. Gets booed. We re told that Lopez responded to Maffei,  Thank you for changing my opinion on old white men, but it doesn t change the way I feel about orange men. Trying to recover and sensing the audience turn, Lopez said,  Listen, it s about the kids . . . I apologize for bringing politics to an event. This is America   it still is. So I apologize to your white privilege. We re told Lopez also told a joke about Trump s proposed border wall with Mexico, saying,  I guess you can get some Mexicans to do it cheaper and they wouldn t crush the tunnels  underneath. When the audience did not respond well, he quipped,  Are you El Chapo people?  in reference to the drug kingpin who has used tunnels to evade authorities.Lopez then announced a video segment   but he did not return to the stage, and a local newscaster took over the hosting duties.Host of HUGE charity #CarouselBall, @georgelopez , makes political comments about Trump, drops f-bomb and is escorted out.  J R (@DrumIntuition) October 14, 2017TV host Chris Parente posted on Twitter,  big controversy: host of HUGE charity #CarouselBall, @georgelopez, makes political comments about Trump, drops f-bomb and is escorted out.   Page SixChris Parente s tweet has since been deleted. ",left-news,"Oct 14, 2017",1
